Price,Close,High,Low,Open,Volume
Ticker,ALV.DE,ALV.DE,ALV.DE,ALV.DE,ALV.DE
Date,,,,,
2000-01-03,120.4740219116211,130.52933397668554,120.09457617331677,128.91668958889218,814220
2000-01-04,120.4740219116211,121.42263625738188,118.201145644703,120.47402191162108,759342
2000-01-05,119.90483093261719,126.16568444650385,117.83684741279193,118.48190967946113,1052661
2000-01-06,124.83763885498047,126.16569884279942,121.61235031313447,123.31985601175883,599172
2000-01-07,128.30953979492188,129.39096217598143,124.64789171498505,125.59650580718433,1053412
2000-01-10,129.04953002929688,131.32620502570987,127.70249037522514,130.832918495293,858160
2000-01-11,127.87321472167969,129.10641337997484,126.92460036914498,129.10641337997484,699955
2000-01-12,128.4423828125,128.89772233177675,126.16570837564623,126.35543124538404,574512
2000-01-13,130.52931213378906,132.0091479495858,127.56964050219557,129.01152943455895,958670
2000-01-14,140.9071807861328,141.53326395415928,130.9087830139007,130.9087830139007,1404212
2000-01-17,140.167236328125,143.8099172877787,139.67774814304389,140.7743517513612,761998
2000-01-18,136.3083038330078,140.54670646575732,135.48110327983704,140.54670646575732,674580
2000-01-19,136.60044860839844,138.11823137071397,133.60282996877794,135.1206127310935,794630
2000-01-20,136.94195556640625,138.4787176525955,135.3103436316892,136.9799024536759,441072
2000-01-21,133.3751678466797,136.97990211280614,132.80979744099068,135.84156497613463,633487
2000-01-24,131.6676483154297,135.60249808523537,131.47792547924033,133.52692979413303,431695
2000-01-25,126.54513549804688,130.90496269768772,126.54513549804688,130.87081397573058,744767
2000-01-26,129.7704315185547,130.56726981751615,125.63826221980872,127.96806441413031,506894
2000-01-27,133.52691650390625,133.5648633833198,130.90115919705988,130.90874394103787,493862
2000-01-28,132.5859375,135.80363001108861,130.71905933687023,133.1854566828489,411507
2000-01-31,127.41786193847656,130.8708201382604,127.30403285992612,130.14987562132538,561054
2000-02-01,128.32855224609375,129.3909956724957,126.77282241618995,129.01154993738572,532923
2000-02-02,127.87321472167969,129.31510390562644,126.65898371852924,129.2771685953371,638876
2000-02-03,127.87321472167969,129.10641337997484,126.5451546281311,127.8732147216797,597104
2000-02-04,128.63211059570312,128.82183347268793,126.48064807559854,128.39685608100442,458640
2000-02-07,129.7324981689453,130.14609264228235,126.35543334738564,128.25266207632538,514632
2000-02-08,129.08743286132812,131.47793615959705,126.58308890424016,130.07398242584298,489248
2000-02-09,133.6976776123047,136.20202122797596,127.77832313338048,129.5806899778751,922618
2000-02-10,138.4976348876953,138.4976348876953,132.04706011210402,132.57828160120073,777137
2000-02-11,141.15380859375,143.33562149540072,138.51665619376206,139.97752453951585,1382502
2000-02-14,142.28831481933594,144.5687867889052,139.44627072158175,139.44627072158175,709285
2000-02-15,140.77438354492188,144.89137254945302,140.77438354492188,142.67161243366746,688237
2000-02-16,140.01548767089844,142.8613309162419,136.8167626422762,142.671608033219,917107
2000-02-17,134.32376098632812,140.0154457738844,131.09847294004624,138.53939662735888,1453951
2000-02-18,133.60284423828125,136.48663411063777,132.99572875255913,134.81706362996076,763122
2000-02-21,135.65182495117188,135.65182495117188,131.28819981288243,132.42653680547969,302671
2000-02-22,134.49452209472656,136.38415411650342,132.35064479969907,135.0826582501465,636163
2000-02-23,134.70323181152344,135.46212325834892,132.27856808062904,134.70323181152344,411929
2000-02-24,134.09613037109375,138.30798065769267,133.64838714975446,134.13407726335902,443004
2000-02-25,134.8929443359375,136.9798956547776,133.37516155859925,134.70322148877023,363487
2000-02-28,137.64395141601562,137.64395141601562,131.29203300795254,133.7546323201806,448594
2000-02-29,136.22100830078125,138.30795968143389,136.03128544799466,138.30795968143389,289138
2000-03-01,132.88185119628906,137.92847294732695,132.24058721824116,137.73875015097573,658385
2000-03-02,135.841552734375,136.60044409043294,130.1688352159365,133.5648786662011,477406
2000-03-03,130.14991760253906,134.70326748950836,129.8463655753148,134.1720456519821,600932
2000-03-06,128.7459259033203,130.71904824457812,128.44237396455645,130.62418681624388,309346
2000-03-07,144.18934631347656,148.81858785334043,134.74115198941436,139.63599853515623,1618706
2000-03-08,155.9522247314453,160.0881816601945,144.18940486119033,146.0866338725218,1839230
2000-03-09,154.4344024658203,162.40276229820907,151.11425253565832,159.36719664777524,1366365
2000-03-10,156.028076171875,159.93636224245412,154.62032429015207,156.1381070872335,632488
2000-03-13,149.80514526367188,157.28022956361872,146.54570836144248,154.81383271883337,925037
2000-03-14,150.63990783691406,152.11974340651338,148.36323416683476,150.46915267975368,513315
2000-03-15,148.74270629882812,149.5015976574956,146.88342478604542,148.36326061949438,419897
2000-03-16,149.88104248046875,151.85416463363586,149.50159680330302,149.88104248046875,771736
2000-03-17,153.67550659179688,157.09051784939237,151.77827811535494,151.77827811535494,8198313
2000-03-20,154.4912872314453,155.80037929780542,152.15769890336844,153.2960358028949,381371
2000-03-21,153.8272705078125,155.19327721983203,151.97178722463147,152.89763557501345,283902
2000-03-22,157.28028869628906,157.81151051585988,153.69452114959347,155.00361382975655,424586
2000-03-23,154.81385803222656,158.98776106740914,153.67552084081314,156.5213638193467,376016
2000-03-24,158.7980194091797,160.1260793086591,155.5916987342455,157.09431198651467,374969
2000-03-27,158.8359832763672,159.7087038145735,156.9577223000895,158.60831352473284,243601
2000-03-28,162.4027557373047,162.7822014282797,158.03913029109208,158.98774451852958,384521
2000-03-29,164.0723114013672,165.6280410213,160.31580144673367,161.5300322671113,365877
2000-03-30,164.48971557617188,167.25966463216946,160.88118316215972,165.43832985285107,486212
2000-03-31,162.2130584716797,166.57668460600556,161.08230596554753,165.77984621334951,543053
2000-04-03,158.02017211914062,161.79565002300015,157.01463171391688,161.79565002300015,478437
2000-04-04,167.39630126953125,168.85337167146133,158.41861274794408,158.57038874360563,815278
2000-04-05,144.18934631347656,167.90469932556152,142.44389401583467,166.57663955688474,2086638
2000-04-06,150.94349670410156,150.94349670410156,141.91649172633902,143.8099220873472,1451190
2000-04-07,154.5861358642578,155.57269674493395,147.41461630587034,151.77824072676484,721537
2000-04-10,150.48818969726562,155.95220628774445,150.48818969726562,154.81386901557113,484115
2000-04-11,155.33750915527344,155.38304079431876,150.26052296593463,150.26052296593463,518191
2000-04-12,157.37509155273438,158.77904516292793,152.7268820975903,155.76244745605175,473022
2000-04-13,159.36720275878906,159.6404041409947,155.00357696896506,155.61827718398666,405235
2000-04-14,155.1933135986328,163.04784534910058,154.8138678441129,157.88738077167707,679683
2000-04-17,151.39886474609375,152.91664785131775,147.83207676477056,149.50163586456375,767772
2000-04-18,151.77069091796875,152.53336887893636,146.88342858885682,152.53336887893636,424910
2000-04-19,151.9528350830078,154.43441342060174,149.92279809432705,152.537184754501,362412
2000-04-20,151.5923614501953,154.6241290104211,151.5923614501953,153.8652375796951,390663
2000-04-21,151.5923614501953,151.5923614501953,151.5923614501953,151.5923614501953,0
2000-04-24,151.5923614501953,151.5923614501953,151.5923614501953,151.5923614501953,0
2000-04-25,157.28028869628906,157.47001160183345,151.0194328133246,153.10638477431277,357577
2000-04-26,158.22506713867188,158.7980338816188,154.43440809992558,158.7980338816188,306539
2000-04-27,154.33197021484375,159.55693389323866,153.6755249150099,158.60831954191144,372110
2000-04-28,160.61936950683594,161.4162078390689,153.71725089658113,155.3830231746155,367153
2000-05-01,160.61936950683594,160.61936950683594,160.61936950683594,160.61936950683594,0
2000-05-02,164.148193359375,164.29996930606092,160.3347575627279,160.50551274010107,327440
2000-05-03,160.31581115722656,165.4383282001202,159.93636545034553,162.4027625450721,352379
2000-05-04,159.7466583251953,162.4027785348779,158.05812013141963,161.79566302814027,317552
2000-05-05,160.42959594726562,160.42959594726562,156.44541712493523,160.42959594726562,295366
2000-05-08,155.1933135986328,160.42966037910102,154.62414496685298,160.42966037910102,353924
2000-05-09,155.1933135986328,155.1933135986328,155.1933135986328,155.1933135986328,0
2000-05-10,150.8296356201172,152.91658655322573,150.22252030544243,150.8296356201172,390496
2000-05-11,152.84072875976562,152.86349457619357,149.1221653995204,149.3156864189222,378931
2000-05-12,153.6565399169922,154.62412181423096,151.01938768604646,153.59961379852567,241650
2000-05-15,152.34742736816406,154.4116126155483,152.08181078318893,153.86520995713704,264647
2000-05-16,156.6958770751953,158.8739030456723,153.29224902955556,153.42885548912375,393074
2000-05-17,154.96563720703125,157.05258876769827,153.3340251642339,156.32784601796757,288124
2000-05-18,158.53237915039062,159.54930223664027,155.57270787635485,156.31263148474463,471649
